,player_1,player_2,ace_pct,df_pct,first_serve_pct,broken_pct,breaking_pct,break_conversion_pct,surface_win_pct,player_hand_win_pct,parameters_value,player_2_prob,player_1_prob,Prediction,Actual
4,Alexandr Dolgopolov,Nick Kyrgios,-0.09397119676392232,-0.010526027843086642,-0.04875228058981285,0.11240417324500723,0.030844723374681467,0.031924200046820506,-0.22904483430799225,-0.11089743589743596,0.08235294117647059,0.6106706920557345,0.3893293079442655,0,0
10,Horacio Zeballos,Alexandr Dolgopolov,-0.015077935785336796,-0.01077265701774487,-0.02565283236259164,-0.01676380004738215,-0.05759626112731225,-0.02607118937550024,-0.09686609686609683,0.09999999999999998,0.07500000000000001,0.5253986640645694,0.47460133593543063,0,0
11,Mischa Zverev,Michael Mmoh,0.001511804392668986,-0.02063818302762533,0.08788335149068283,-0.16892729526726466,0.09008589120447433,0.14709780015902468,0.4736842105263158,0.5306122448979592,0.0,0.2520805014538684,0.7479194985461316,1,0
12,Alex De Minaur,Milos Raonic,-0.14192194562020233,0.002585942646205222,-0.16273208888298407,0.3739356267029973,-0.08992416034669554,-0.05251258863426162,-0.4035087719298245,-0.5142857142857142,0.1,0.8106439731725799,0.18935602682742014,0,1
15,John Millman,Peter Polansky,-0.01821316522257735,-0.021976337375103426,-0.012476425359060015,0.32019900497512443,0.22134238310708895,0.02404181184668991,0.16666666666666669,0.041666666666666685,0.0,0.4703460211104109,0.5296539788895891,1,1
19,Horacio Zeballos,Ernesto Escobedo,-0.0032495136051527147,-0.006115079321611549,0.015984247944373586,-0.04637316561844865,0.00659684788746856,0.06282154589970868,0.027472527472527486,0.16666666666666669,0.06666666666666668,0.45455653293187726,0.5454434670681227,1,1
22,Federico Delbonis,Michael Mmoh,-0.03718552374948285,-0.011133493567643177,0.06211160902181179,-0.16476190476190478,0.10956521739130434,0.11857707509881428,0.5714285714285714,0.5238095238095238,0.0,0.24273366911916572,0.7572663308808343,1,0
25,Jordan Thompson,Jared Donaldson,-0.014545602819414818,-0.013339589359212686,-0.058008307006340964,0.0439530872714729,0.013737108646177163,0.03757388122713201,-0.016129032258064502,-0.05093167701863355,0.06666666666666668,0.548553314492483,0.451446685507517,0,0
28,Andrey Rublev,Guido Pella,0.0009411469582647076,0.014466214877850738,0.010965802726289995,0.12953795379537952,0.13849680007101986,0.07360482654600302,-0.02380952380952384,-0.2327586206896552,0.03333333333333333,0.5483536960579145,0.45164630394208544,0,1
30,Peter Gojowczyk,Gael Monfils,-0.008380887912583831,0.0053957460400487775,0.052990449402175455,-0.0593168310365097,-0.14269281045751636,0.03228228228228225,-0.03157894736842104,-0.03703703703703698,0.1,0.546893173033411,0.453106826966589,0,0
36,Peter Gojowczyk,Matteo Berrettini,0.07918274525252705,0.0021577387614042307,0.16281693880260184,-0.2609561752988048,0.256,0.4444444444444444,0.6,0.08238851095993949,0.0,0.250326984411131,0.749673015588869,1,1
37,Feliciano Lopez,Mirza Basic,0.059130992464325814,-0.002475549142215809,0.04582723573161196,0.014971209213051813,-0.06253108593534124,-0.09347336834208553,-0.303030303030303,0.5227272727272727,0.0,0.4434610864998768,0.5565389135001232,1,0
48,Filip Krajinovic,Peter Gojowczyk,-0.0006728486839137349,-0.02673349721022154,-0.0434367000421243,-0.09618668184405238,-0.04251685393258428,0.08333333333333337,0.11428571428571432,0.15873015873015872,0.0,0.47117181902604965,0.5288281809739503,1,0
51,Guido Pella,Albert Ramos,0.0020587758339867123,-0.001209947221527466,0.003325537244792232,-0.020503597122302156,-0.05185471598386676,-0.02010088368035801,0.11538461538461535,0.0,0.05384615384615385,0.4999045489189876,0.5000954510810124,1,1
59,Pierre Hugues Herbert,Marin Cilic,-0.03043721388254145,0.011031703810949298,-0.05798074371013062,0.056395791880106676,-0.19085345048195854,-0.13037605743939715,-0.2296650717703349,-0.3630952380952381,0.07333333333333332,0.7061332837541953,0.29386671624580474,0,0
70,Marco Cecchinato,Pierre Hugues Herbert,-0.08190319329482225,-0.0027069971166773857,-0.08944903581267216,0.20195974887050402,0.09820574162679424,0.1121693121693122,-0.3157894736842105,-0.16666666666666666,0.1,0.6474038967308162,0.3525961032691838,0,0
77,Roberto Bautista Agut,Robin Haase,-0.06080448539918031,-0.01154909982074702,-0.033802883974322295,0.013578294807117948,0.13121880948706074,0.05139116202945987,0.2272727272727273,0.1847111726046351,0.025,0.40687558085080666,0.5931244191491933,1,1
78,David Ferrer,Juan Martin Del Potro,-0.07967523130167413,0.0250048327173196,-0.059392371340010734,0.08332231404958676,0.02605480465058957,-0.008142315857361637,-0.19047619047619047,-0.2285714285714286,0.09166666666666667,0.6226646234564789,0.3773353765435211,0,0
82,Karen Khachanov,Juan Martin Del Potro,-0.0145333774947691,0.01281691799298927,-0.021649369490012282,0.04724475524475527,-0.035587882162557184,-0.011342527441598638,-0.4642857142857143,-0.25776397515527955,0.0642857142857143,0.6703599311978087,0.3296400688021913,0,0
90,Denis Shapovalov,Juan Martin Del Potro,-0.004215391584859521,0.021893534573793148,-0.011140901597029074,0.008666666666666684,-0.1044762459439221,-0.04644406080256008,-0.18796992481203006,-0.1263157894736842,0.1,0.6046425078844486,0.3953574921155514,0,0
93,Stefanos Tsitsipas,Lukas Lacko,0.0028333467774461496,-0.000897394530934903,0.03985114438134574,0.07240726300545841,-0.011491637273865069,-0.028112449799196804,-0.09790209790209793,0.0357142857142857,0.1,0.5200253632645986,0.47997463673540136,0,0
95,Michael Venus,Roberto Bautista Agut,0.04962515969884213,0.004517769760471822,0.023471557682083977,-0.10463928060494583,-0.30540427314620866,-0.2777647884030863,-0.7272727272727273,-0.6949152542372882,0.1,0.7963063570789481,0.2036936429210519,0,0
99,Karen Khachanov,Yuichi Sugita,0.05173179574714833,0.01222749879891891,0.056181697359677374,-0.054489758029581004,-0.06915281760346972,-0.053766769865841064,-0.3152173913043478,-0.1101449275362319,0.04000000000000002,0.5754197144633535,0.42458028553664656,0,1
103,Alex De Minaur,Benoit Paire,-0.06986966703198796,-0.013654390772400056,-0.12538253735657967,0.22334256978653533,-0.11719307182883346,-0.12986319652986314,-0.1523809523809524,-0.3185185185185185,0.0,0.7177065343050111,0.28229346569498887,0,1
106,Alex De Minaur,Feliciano Lopez,-0.0906592126717913,0.011991190733329098,-0.13846670115633608,0.3006537907869482,-0.03966671626246093,-0.051089799476896236,-0.03030303030303033,-0.02272727272727271,0.06666666666666668,0.6385152006890983,0.3614847993109017,0,1
111,Ricardas Berankis,Adrian Mannarino,-0.01313832816372551,0.005722967839959483,-0.035143550033534636,0.14013651877133104,-0.01836734693877551,-0.05886243386243389,-0.060975609756097615,-0.0490196078431373,0.05,0.5730328042245305,0.42696719577546943,0,0
113,Feliciano Lopez,Diego Sebastian Schwartzman,0.09682426955330306,0.002169137954534044,0.11113248587377067,-0.13017516983163233,-0.2218254060730349,-0.09093701996927804,-0.2474747474747475,-0.3661616161616161,0.05,0.6331660867008087,0.3668339132991914,0,1
115,John Millman,Gilles Muller,-0.1329896987639297,-0.030953021749778088,-0.14731081813256286,0.48031394750386,0.23124282250861294,0.05714285714285716,-0.0714285714285714,-0.6382978723404256,0.07777777777777778,0.7289038327320101,0.27109616726798985,0,0
119,Viktor Troicki,Alexandr Dolgopolov,0.0007181673143505651,0.005113964928748938,-0.015057843693340732,0.041450860738167145,-0.01928085864735624,-0.03403499028047763,-0.009259259259259243,-0.13228438228438227,0.038461538461538464,0.5581528646949043,0.4418471353050957,0,0
134,Marius Copil,Gilles Simon,0.08143861106212924,0.0053790854264520955,0.07538283327158046,-0.09805427547363033,-0.13676783473659326,-0.11183339352353433,-0.050167224080267525,-0.06258890469416789,0.05,0.519234807887071,0.48076519211292906,0,0
136,Gilles Muller,Federico Delbonis,0.1411755469969429,0.005265954709721854,0.1110776193322518,-0.09344827586206897,-0.04477223427331886,-0.034161490683229816,0.0,0.6666666666666666,0.03636363636363637,0.3128235328282182,0.6871764671717818,1,1
139,Dustin Brown,Joao Sousa,0.029256855816586037,0.032505433949508486,-0.003704662702205375,0.029370629370629345,-0.07412980968258058,-0.040208388992786566,-0.08333333333333337,-0.12476190476190475,0.042857142857142864,0.5787118889485862,0.42128811105141384,0,0
140,Vasek Pospisil,Marin Cilic,-0.030596191565871195,-0.005659529257927426,-0.03926628978673241,0.017901464383221655,-0.16822703149331045,-0.029986193891638868,-0.18831168831168826,-0.3075396825396825,0.061538461538461535,0.6792167055007308,0.3207832944992693,0,0
142,Marcos Baghdatis,Yuki Bhambri,0.06892023895751792,0.0128586965430015,0.06688954120460977,0.03959697086381722,-0.04389819267119882,-0.038324420677361866,-0.01666666666666661,-0.2222222222222222,0.0,0.5591621269473672,0.4408378730526328,0,1
144,Nick Kyrgios,Rogerio Dutra Silva,0.12648239628007604,0.0013921025452158092,0.12055354903749615,-0.25163308722312605,-0.055053522529250686,0.042353067641288884,0.3771929824561404,0.22045454545454551,0.0,0.32497697840541395,0.675023021594586,1,1
154,Guido Pella,Dominic Thiem,-0.022467336705640318,-0.010153774522772146,-0.06283464063036004,0.029184247538677925,-0.09406822406501424,-0.02951283606225996,-0.025000000000000026,-0.13262599469496025,0.09375,0.5976490330242192,0.4023509669757808,0,0
158,Maximilian Marterer,Cedrik Marcel Stebe,0.0364359237495242,-0.01713658562173082,0.03724181396281545,-0.17645074224021595,-0.3682675814751286,-0.1255497800879648,-0.4,0.0,0.0,0.6460476891594298,0.3539523108405702,0,1
163,Albert Ramos,Jared Donaldson,-0.03400623240138303,-0.015061034627596153,-0.06518229269059883,0.003687453624544312,0.02386178440552783,0.021132875424424047,-0.13151364764267987,-0.08148148148148149,0.05,0.5668885961950546,0.4331114038049454,0,1
166,Mikhail Kukushkin,Peter Gojowczyk,-0.05351200747651864,-0.03962948033363917,-0.092745604922165,0.09861851296114243,0.15156302521008402,0.031045751633986932,-0.07058823529411762,-0.05555555555555558,0.1,0.5330887711925425,0.46691122880745745,0,0
171,Tomas Berdych,Alex De Minaur,0.06284582811256734,-0.015289396031857553,0.15481013982356429,-0.33951163967611336,0.09729815638906547,0.12844527696012842,0.29629629629629634,0.4428571428571429,0.0,0.24023285498384028,0.7597671450161597,1,1
175,Sam Querrey,Feliciano Lopez,0.038344163347791255,0.005731254400533167,0.033400002392279804,-0.0013606232017096542,0.09909471723581464,0.07182566918325327,0.26794258373205737,0.09265734265734273,0.047058823529411764,0.39948939692826557,0.6005106030717344,1,1
177,Nicolas Kicker,Jordan Thompson,-0.03971311795485904,0.003610198928190228,-0.026867816894459384,0.019280030314513086,0.0007739938080495445,0.029370629370629345,-0.5,0.12077294685990342,0.1,0.5833940608030066,0.41660593919699346,0,1
179,Soon Woo Kwon,Jan Lennard Struff,-0.05072727836046274,-0.014688677060081055,-0.06595540637736752,-0.0021604938271604928,-0.0041440626883665075,-0.08144989339019193,-0.5161290322580645,-0.5102040816326531,0.0,0.720435648408179,0.279564351591821,0,0
180,Roger Federer,Aljaz Bedene,0.02005507180453571,-0.0033957697056338915,0.04675136340144548,-0.13545240826572974,0.08571428571428569,0.026788067569186558,0.5340909090909091,0.3623670212765957,0.0,0.27961191014335396,0.720388089856646,1,1
184,Alexandr Dolgopolov,Matthew Ebden,0.02425020019137764,-0.021028838908540626,0.03677151808003398,0.008022240808585324,-0.01963004457581466,0.032770828086082886,-0.018518518518518545,-0.03589743589743588,0.0,0.5220969771587183,0.4779030228412817,0,1
188,Marin Cilic,Joao Sousa,0.08720486723263446,0.007233380346632671,0.08357501769853559,-0.06375365141187928,0.0786225427304647,-0.018994124925709063,0.12878787878787873,0.29166666666666663,0.01904761904761905,0.34939952446395695,0.650600475536043,1,1
190,Viktor Troicki,Nick Kyrgios,-0.09325302944957176,-0.005412062914337705,-0.06381012428315358,0.1538550339831744,0.011563864727325237,-0.0021107902336571227,-0.23830409356725146,-0.24318181818181825,0.08125,0.6559204250069187,0.3440795749930813,0,0
191,Denis Shapovalov,Jo Wilfried Tsonga,-0.01885422668747659,0.022788956697998443,-0.057849958527609324,0.08185437997724687,-0.0926723830448988,-0.0599321743197942,-0.19163292847503374,-0.19298245614035087,0.1,0.6431919708661475,0.3568080291338525,0,0
192,Denis Istomin,Kyle Edmund,0.03187244135841,-0.016188356608759447,-0.01278969549850162,0.028996355370929174,-0.05709779179810725,-0.028475940388091262,0.03132832080200498,0.025932953826691973,0.05,0.5220156295066267,0.47798437049337333,0,0
195,Ivo Karlovic,Yuichi Sugita,0.19255413963488124,0.027112112894852044,0.1434038048687971,-0.2291657928951893,-0.2427039491047492,-0.13654188948306595,-0.16521739130434776,-0.10512820512820507,0.016666666666666666,0.5268695642899996,0.4731304357100004,0,1
198,Fernando Verdasco,Maximilian Marterer,-0.030183636142842807,0.024013981031688083,0.03495858150020148,-0.025020678246484684,0.17877693028234978,0.09655213340454573,0.5454545454545454,0.2727272727272727,0.0,0.2991610250241371,0.7008389749758629,1,0
199,Stanislas Wawrinka,Tennys Sandgren,0.01782464742455643,0.004974810022072826,0.009289829786807036,-0.18552971576227392,0.12152244410308928,0.03404255319148941,0.23684210526315785,0.45,0.0,0.29596778180868055,0.7040322181913194,1,0
206,Tomas Berdych,Guillermo Garcia Lopez,0.059765350638558874,-0.0262517403565182,0.0942409846252531,-0.15540837880654812,0.028433687524596633,0.05988891572084036,0.3796296296296297,0.37619047619047613,0.011111111111111113,0.2997407188774729,0.7002592811225271,1,1
210,Roger Federer,Jan Lennard Struff,0.0203541737444793,-0.031548042526829065,0.02254848376335772,-0.08546390495821975,0.165379746835443,0.036094476700003035,0.39296187683284456,0.3834129396439426,0.011111111111111113,0.28698959770462473,0.7130104022953753,1,1
211,Rafael Nadal,Damir Dzumhur,0.01808582352703559,-0.018828054615578186,0.07620044324058117,-0.16497805599972784,0.10287877393225332,-0.07847966772916065,0.13632653061224487,0.1990049751243781,0.0,0.3449124359903851,0.6550875640096149,1,1
217,Kyle Edmund,Nikoloz Basilashvili,0.03330360626497965,-0.005264168354297112,0.08301755547412848,-0.11534599615094973,-0.04445862843535575,0.004244911899781045,0.03149001536098317,0.04833561331509345,0.07500000000000001,0.45516146365851917,0.5448385363414808,1,1
220,Tennys Sandgren,Maximilian Marterer,-0.01811558331683256,0.0008370385037711724,0.05176995172129872,0.1115384615384616,0.05477784540474742,0.04959349593495932,0.5,0.0,0.0,0.42133276467076153,0.5786672353292385,1,1
231,Dominic Thiem,Tennys Sandgren,0.014132716902787987,0.018110966871154148,0.031867689237958574,-0.17918424753867795,0.15355659989962128,0.03539518900343647,0.025000000000000026,0.38934426229508207,0.0,0.3255330161963488,0.6744669838036512,1,0
233,Tomas Berdych,Fabio Fognini,0.05977803176734841,-0.026557996434596852,0.094931359871541,-0.1176266075733846,-0.03969117007394518,0.042509041323293965,0.008939974457215838,0.03820598006644527,0.02666666666666667,0.4594221082908819,0.5405778917091181,1,1
240,Hyeon Chung,Roger Federer,-0.0743036234228405,0.022854254286638623,-0.08005122381710172,0.15951824489065006,-0.02331658291457284,0.014186827061562934,-0.4507575757575758,-0.3380614657210401,0.09000000000000001,0.720813522959225,0.279186477040775,0,0
242,Lucas Pouille,Richard Gasquet,0.06074118698851521,0.021766425967952682,0.03275135551494468,0.025424474653379547,-0.017761752136752133,0.016595629524389418,-0.06617647058823528,0.035196687370600444,0.07777777777777778,0.507877431283891,0.49212256871610904,0,1
243,David Goffin,Richard Gasquet,0.035293137699793274,0.008362466596077242,0.017223591448386588,-0.0013744212962963074,-0.0033444816053511683,0.006925628374567672,0.09166666666666667,0.1149068322981367,0.0625,0.4587967024027879,0.5412032975972121,1,0
247,Jo Wilfried Tsonga,Andrey Rublev,0.06930625419375369,-0.014044744733887664,0.10811432166884473,-0.2447256671059597,-0.10205987879187473,-0.047638994668697636,0.2417582417582418,0.17554858934169282,0.0,0.37398484904179086,0.6260151509582091,1,1
254,Nicolas Mahut,Jo Wilfried Tsonga,-0.04723426365180285,0.005032929874429805,-0.09131288521015513,0.12542163143923518,-0.07931480120619316,-0.088991041961339,-0.17628205128205132,-0.33441558441558444,0.06315789473684211,0.6847221500525504,0.3152778499474496,0,0
258,Karen Khachanov,David Ferrer,0.06514185380690501,-0.012187914724330331,0.037743001849998466,-0.03607755880483149,-0.06164268681314675,-0.0032002115842370005,-0.27380952380952384,-0.029192546583850957,0.03571428571428572,0.5601348537903919,0.4398651462096081,0,1
262,Andrey Rublev,Guillermo Garcia Lopez,0.015146365008361778,-0.014303170280598541,0.0050550326211464824,0.04801621466494477,0.13730929264909847,0.08030018761726082,0.22619047619047614,0.2850574712643678,0.0,0.3755580198610565,0.6244419801389435,1,1
264,Nicolas Mahut,Dustin Brown,-0.010174138801163357,-0.03129698808031093,0.0016185350873306747,-0.03067517278043591,0.017770857940513283,-0.058897243107769386,0.2083333333333333,0.11285714285714282,0.04000000000000002,0.4305090012140006,0.5694909987859994,1,1
267,Albert Ramos,Roberto Carballes Baena,-0.013174797390843531,-0.028485973425669282,-0.05574224025138064,0.1670553212602332,0.060692271218587,-0.07163581099751315,0.02857142857142858,0.5185185185185185,0.05,0.411804961543503,0.588195038456497,1,0
270,Nicolas Jarry,Roberto Carballes Baena,0.025794891648550183,-0.02630612386709948,-0.03487320121003079,0.24538893344025664,0.08145363408521306,-0.07034632034632038,-0.6,-0.75,0.0,0.776750419123883,0.22324958087611704,0,0
272,Albert Ramos,Gerald Melzer,-0.004524811097138294,-0.0022224595823115804,0.014565921204567787,0.025133226751931772,0.0721725849060314,-0.026992953854656002,0.08311688311688313,-0.5,0.06,0.5803790512504956,0.4196209487495044,0,1
276,Alessandro Giannessi,Thiago Monteiro,-0.00774767769823613,0.008624286822163013,-0.03947289964820233,-0.01357466063348417,0.012078554049356982,-0.050941850941850934,0.12077294685990342,-0.16666666666666666,0.0,0.5293287406801828,0.47067125931981724,0,0
280,Rogerio Dutra Silva,Andrej Martin,0.0214506960642536,0.013604481862605898,0.0714370611856795,0.07965284474445516,-0.060708898944193075,-0.2271653543307087,0.019607843137254943,0.12121212121212123,0.0,0.47610797262088245,0.5238920273791176,1,0
287,Victor Estrella,Thomaz Bellucci,-0.016813936734912528,-0.017337537079018375,0.00878057819312017,-0.013498312710911177,-0.07637061403508771,-0.08369408369408365,0.038461538461538436,0.08064516129032256,0.08000000000000003,0.49838089251333273,0.5016191074866673,1,1
288,Gerald Melzer,Marco Cecchinato,0.02367115472308795,-0.016371634386260853,0.01610993657505289,-0.21076998050682255,-0.019773774612484283,0.04821428571428571,0.3454545454545454,0.42857142857142855,0.0,0.3217139673275473,0.6782860326724527,1,1
294,Mirza Basic,Maximilian Marterer,-0.012207678436324948,0.017085630094828518,0.058784080660453715,-0.08846153846153842,0.14878706199460914,0.12478729438457176,0.6666666666666666,0.0,0.0,0.32667010193479074,0.6733298980652093,1,1
296,Jozef Kovalik,Marcos Baghdatis,-0.056171307846559236,-0.029700272325519736,-0.12062148341969806,0.09541087842974633,-0.06829366952066337,-0.006493506493506496,0.08333333333333326,-0.15873015873015872,0.1,0.6111980551176551,0.3888019448823449,0,1
300,Maximilian Marterer,Joao Sousa,0.02251978263489203,-0.01304018500134849,-0.050656367128751545,0.026923076923076883,-0.12774729305437368,-0.09155627089265816,-0.4166666666666667,-0.5,0.1,0.7294983543896416,0.27050164561035844,0,1
308,Marius Copil,Robin Haase,0.020752469596043488,-0.000525254739726512,0.016509291956058103,-0.011695906432748536,-0.09600773587512083,-0.04444444444444445,-0.11538461538461535,-0.19441460794844256,0.08000000000000003,0.5914339341200037,0.4085660658799964,0,1
312,Salvatore Caruso,Marcos Baghdatis,-0.10498581272800972,-0.047831374138629916,-0.1883181126331812,0.15172955974842767,-0.2331288343558282,-0.3636363636363637,-0.5833333333333334,-0.4444444444444444,0.0,0.8111139151884104,0.18888608481158958,0,0
315,Federico Delbonis,Aljaz Bedene,-0.06585755184124856,0.015293584981130115,-0.06172430838762076,-0.012148997134670492,-0.034285714285714315,0.01483375959079286,-0.09999999999999998,0.27380952380952384,0.028571428571428567,0.5014881848850148,0.4985118151149852,0,0
325,Albert Ramos,Aljaz Bedene,-0.05175488672146896,0.0029102241606641173,-0.06946990363196359,0.01835459998763167,0.014476732371469181,0.01617931505290704,0.02857142857142858,0.2685185185185185,0.02307692307692308,0.470503021988937,0.529496978011063,1,0
327,Guillermo Garcia Lopez,Pablo Carreno Busta,-0.0019353252377515356,0.03609302251798505,0.013755975853783077,0.04204805491990843,-0.1028138528138528,-0.06447421031587364,-0.4396551724137932,-0.2733333333333334,0.08000000000000003,0.6745518094970562,0.3254481905029438,0,1
330,Thiago Monteiro,Fernando Verdasco,0.006120965689217453,-0.009459784036372015,-0.0063673610049928,0.044251447477253965,-0.08730651757519284,-0.017228907739856636,-0.15345268542199492,0.3939393939393939,0.1,0.48337181933540274,0.5166281806645973,1,0
333,Gael Monfils,Pablo Cuevas,0.035760972708237686,-0.0008835750728970539,-0.003051121214509012,0.06240559955792965,0.1720261437908497,0.010587359012555864,-0.15476190476190482,0.15509259259259256,0.037500000000000006,0.4509501350317585,0.5490498649682415,1,1
336,Gastao Elias,Roberto Carballes Baena,-0.009644059644059642,-0.021188071188071183,-0.0026834542963575236,0.16527419109828345,-0.024606971975393018,-0.10274725274725276,-0.14545454545454545,-0.36538461538461536,0.05,0.6496242628420155,0.35037573715798453,0,1
337,Florian Mayer,Federico Delbonis,0.015310557926268885,-0.02052605825165549,0.008214982591094433,0.035303643724696354,-0.0343548387096774,-0.004940711462450621,0.0,-0.19047619047619047,0.06,0.5668794675527602,0.4331205324472398,0,0
339,Kevin Anderson,Sam Querrey,0.0022168188798576405,-0.006398395901008006,-0.01169327247405838,-0.0599357530492041,-0.051699296550555114,-0.06801150809581162,-0.0509337860780984,0.023255813953488413,0.047058823529411764,0.5154919624367488,0.4845080375632512,0,1
340,Kevin Anderson,Kei Nishikori,0.1305782540812481,0.006163372555588124,0.07601466901520026,-0.1026762062988319,-0.12301743864909648,-0.07525988203473788,-0.13364055299539168,-0.02530779753761969,0.08000000000000003,0.5152381322963694,0.4847618677036306,0,1
346,Ernesto Escobedo,Kevin Anderson,-0.0933497672085404,-0.0003680639379640762,-0.08755845980368593,0.11047611043408834,-0.08187430152732691,-0.043982079779443406,-0.22350230414746547,-0.2622739018087856,0.1,0.6807028235051913,0.3192971764948087,0,0
351,Peter Gojowczyk,Adrian Mannarino,0.04286566719838338,0.02069739810657981,0.08864291291806026,-0.04081965652747371,-0.06712925170068029,0.0046296296296295955,0.03902439024390236,0.11764705882352933,0.05,0.46088967691491944,0.5391103230850806,1,0
358,Adrian Menendez Maceiras,Steve Johnson,-0.03825749278104151,-0.02198944538484517,-0.06298523783488241,0.2301494040624475,0.062254901960784335,-0.05380685563612392,-0.19607843137254904,-0.3227272727272727,0.0,0.6585815563891818,0.3414184436108182,0,1
362,Mikhail Youzhny,Matthew Ebden,-0.02015722251656357,-0.017097438928124216,-0.03470464451625599,0.13163669135221975,0.017743904840679003,0.03462264529863035,-0.1111111111111111,-0.26666666666666666,0.0,0.6266956191086717,0.3733043808913283,0,1
363,Grigor Dimitrov,Roger Federer,-0.02124157548866368,0.02354968150725222,-0.022409856356295662,0.037665827238441786,-0.08352132049518568,-0.018937432095111676,-0.12909090909090906,-0.13499633162142333,0.08571428571428573,0.6035965485100623,0.3964034514899378,0,0
372,Pierre Hugues Herbert,Daniil Medvedev,0.025756991613673147,0.002697969774146477,0.02701890410692209,-0.0044752024739627685,-0.09075776791376028,-0.13934213934213935,-0.168081494057725,-0.17948717948717946,0.06,0.5860075473507683,0.4139924526492317,0,0
374,Feliciano Lopez,David Goffin,0.05336859069526846,0.0008918543915770806,0.0323171283565048,0.01126750550934813,-0.09545034059372637,-0.07014803028111287,-0.35303030303030297,-0.16958041958041958,0.07368421052631577,0.6204102945460632,0.3795897054539368,0,0
375,Damir Dzumhur,Andrey Rublev,-0.02231176917935513,-0.0020226396808506464,-0.031754151255213636,-0.06976351770515392,-0.02047080467658985,0.042689967233577764,0.20380952380952388,0.0482758620689655,0.020000000000000004,0.4723775003688844,0.5276224996311156,1,0
376,Filip Krajinovic,Grigor Dimitrov,-0.008627812592499451,-0.02235420299630798,-0.0431128947988958,-0.0115052732502397,-0.06299553343739857,0.1434565540684088,-0.06571428571428573,-0.04433497536945808,0.1,0.5737537171621689,0.426246282837831,0,0
378,Karen Khachanov,Philipp Kohlschreiber,0.02662781795789376,0.01621055617142483,-0.023424260910825168,0.06328863093031284,-0.016626417670784294,-0.042046126552335916,-0.3796296296296297,-0.1713852376137513,0.057142857142857134,0.6301518013725929,0.3698481986274071,0,0
379,Robin Haase,Thiemo De Bakker,-0.017248767945146782,0.023156509228932625,-0.018806202845290776,-0.016081871345029253,0.10275689223057644,0.04923076923076925,0.5,0.010204081632653073,0.0,0.39552871749443963,0.6044712825055604,1,1
